20170817T,4261.48000000,4485.39000000,4200.74000000,4285.08000000,795.15037700
20170818T,4285.08000000,4371.52000000,3938.77000000,4108.37000000,1199.88826400
20170819T,4108.37000000,4184.69000000,3850.00000000,4139.98000000,381.30976300
20170820T,4120.98000000,4211.08000000,4032.62000000,4086.29000000,467.08302200
20170821T,4069.13000000,4119.62000000,3911.79000000,4016.00000000,691.74306000
20170822T,4016.00000000,4104.82000000,3400.00000000,4040.00000000,966.68485800
20170823T,4040.00000000,4265.80000000,4013.89000000,4114.01000000,1001.13656500
20170824T,4147.00000000,4371.68000000,4085.01000000,4316.01000000,787.41875300
20170825T,4316.01000000,4453.91000000,4247.48000000,4280.68000000,573.61274000
20170826T,4280.71000000,4367.00000000,4212.41000000,4337.44000000,228.10806800
20170827T,4332.51000000,4400.00000000,4285.54000000,4310.01000000,350.69258500
20170828T,4310.01000000,4399.82000000,4124.54000000,4386.69000000,603.84161600
20170829T,4353.65000000,4625.85000000,4313.55000000,4587.48000000,603.54502800
20170830T,4564.52000000,4647.51000000,4416.01000000,4555.14000000,808.46877100
20170831T,4555.14000000,4745.42000000,4555.14000000,4724.89000000,556.95680200
20170901T,4689.89000000,4885.55000000,4654.88000000,4834.91000000,560.66636600
20170902T,4796.16000000,4939.19000000,4286.87000000,4472.14000000,929.14859500
20170903T,4508.50000000,4714.76000000,4298.33000000,4509.08000000,691.21619800
20170904T,4505.00000000,4527.49000000,3972.51000000,4100.11000000,1394.64461400
20170905T,4106.97000000,4484.99000000,3603.00000000,4366.47000000,1228.93815700
20170906T,4366.49000000,4662.87000000,4335.26000000,4619.77000000,807.36372600
20170907T,4619.77000000,4788.59000000,4438.19000000,4691.61000000,500.42997500
20170908T,4691.66000000,4735.39000000,4028.93000000,4282.80000000,1132.25504600
20170909T,4282.80000000,4426.62000000,4150.06000000,4258.81000000,658.78295200
20170910T,4258.81000000,4283.00000000,3801.00000000,4130.37000000,660.37327500
20170911T,4153.62000000,4334.43000000,4098.91000000,4208.47000000,699.98906500
20170912T,4208.60000000,4394.59000000,4040.80000000,4163.72000000,879.63031900
20170913T,4159.72000000,4165.38000000,3760.00000000,3944.69000000,913.46254500
20170914T,3944.00000000,3993.00000000,3165.13000000,3189.02000000,1665.02154300
20170915T,3188.01000000,3856.00000000,2817.00000000,3700.00000000,1968.86649200
20170916T,3674.01000000,3950.00000000,3470.66000000,3714.95000000,1297.56395300
20170917T,3685.23000000,3748.21000000,3499.02000000,3699.99000000,682.17121000
20170918T,3690.00000000,4123.20000000,3690.00000000,4035.01000000,1030.00645500
20170919T,4060.00000000,4089.97000000,3830.91000000,3910.04000000,902.33212900
20170920T,3910.04000000,4046.08000000,3820.00000000,3900.00000000,720.93507600
20170921T,3889.99000000,3910.00000000,3567.00000000,3609.99000000,1001.65408400
20170922T,3592.84000000,3750.00000000,3505.55000000,3595.87000000,838.96642500
20170923T,3595.88000000,3817.19000000,3542.91000000,3780.00000000,752.79279100
20170924T,3779.54000000,3789.99000000,3622.76000000,3660.02000000,661.63639000
20170925T,3660.02000000,3979.87000000,3653.69000000,3920.75000000,727.99471300
20170926T,3928.00000000,3976.99000000,3850.05000000,3882.35000000,526.72798700
20170927T,3882.36000000,4249.94000000,3872.81000000,4193.00000000,628.17096600
20170928T,4192.11000000,4300.00000000,4101.00000000,4174.50000000,849.78532500
20170929T,4178.98000000,4263.86000000,3952.01000000,4174.69000000,1602.30956500
20170930T,4175.00000000,4380.00000000,4138.10000000,4378.51000000,720.35318300
20171001T,4378.49000000,4406.52000000,4240.04000000,4378.48000000,726.96368500
20171002T,4400.00000000,4561.63000000,4360.00000000,4380.00000000,655.75697400
20171003T,4380.00000000,4467.33000000,4180.80000000,4310.00000000,1082.32356300
20171004T,4314.90000000,4373.00000000,4142.00000000,4208.59000000,868.46510100
20171005T,4208.59000000,4355.00000000,4110.00000000,4292.43000000,779.13863800
20171006T,4318.99000000,4417.00000000,4292.00000000,4369.00000000,506.52917600
20171007T,4369.00000000,4479.50000000,4312.56000000,4423.00000000,297.59750000
20171008T,4425.00000000,4658.00000000,4425.00000000,4640.00000000,518.46200400
20171009T,4640.00000000,4889.98000000,4550.00000000,4786.95000000,646.46314500
20171010T,4786.95000000,4960.00000000,4680.59000000,4783.06000000,1043.22177300
20171011T,4783.06000000,4881.61000000,4710.00000000,4821.43000000,753.42939600
20171012T,4821.43000000,5439.99000000,4810.16000000,5430.00000000,1276.70148200
20171013T,5439.99000000,5846.17000000,5379.84000000,5649.98000000,1879.82762000
20171014T,5650.00000000,5900.00000000,5580.01000000,5869.99000000,970.75904600
20171015T,5855.03000000,5922.30000000,5400.01000000,5709.99000000,1343.52337500
20171016T,5710.00000000,5788.91000000,5585.19000000,5760.02000000,1528.99646200
20171017T,5760.00000000,5774.98000000,5508.63000000,5595.00000000,1429.86937600
20171018T,5595.00000000,5596.00000000,5037.95000000,5512.06000000,2317.80437300
20171019T,5513.00000000,5710.00000000,5490.26000000,5683.90000000,1881.72210700
20171020T,5683.31000000,6110.00000000,5600.00000000,6010.01000000,1972.97722000
20171021T,6013.72000000,6171.00000000,5850.03000000,6024.97000000,1664.30769300
20171022T,6003.27000000,6060.00000000,5720.03000000,5950.02000000,1362.09221600
20171023T,5975.00000000,6080.00000000,5621.03000000,5915.93000000,1812.55771500
20171024T,5909.47000000,5925.00000000,5450.00000000,5477.03000000,2580.41876700
20171025T,5506.92000000,5704.96000000,5286.98000000,5689.99000000,2282.81320500
20171026T,5670.10000000,5939.99000000,5650.00000000,5861.77000000,1972.96588200
20171027T,5861.77000000,5980.00000000,5649.24000000,5768.83000000,1403.70641600
20171028T,5768.79000000,5850.02000000,5630.03000000,5719.64000000,1276.75441200
20171029T,5709.98000000,6189.88000000,5648.01000000,6169.98000000,1804.77817300
20171030T,6133.01000000,6248.68000000,6030.00000000,6120.50000000,1473.68704300
20171031T,6120.52000000,6498.01000000,6100.00000000,6463.00000000,1511.77492500
20171101T,6463.00000000,6774.67000000,6338.02000000,6753.98000000,1675.61518800
20171102T,6753.98000000,7300.00000000,6685.10000000,7019.98000000,2503.61080300
20171103T,7010.31000000,7346.34000000,6923.00000000,7115.04000000,1891.49759200
20171104T,7115.02000000,7480.99000000,6901.00000000,7357.09000000,1399.19176700
20171105T,7357.27000000,7590.25000000,7279.02000000,7345.01000000,1207.83233000
20171106T,7345.10000000,7401.00000000,6906.00000000,6960.12000000,1763.01926100
20171107T,6981.72000000,7198.49000000,6901.00000000,7064.04000000,1440.25949400
20171108T,7070.00000000,7770.02000000,6651.00000000,7303.00000000,2822.29880200
20171109T,7303.01000000,7392.00000000,7015.00000000,7079.99000000,1913.39830800
20171110T,7079.00000000,7279.91000000,6255.01000000,6506.98000000,3254.70410500
20171111T,6503.00000000,6797.98000000,6100.00000000,6245.05000000,2754.15686100
20171112T,6245.05000000,6630.00000000,5325.01000000,5811.03000000,4968.48306900
20171113T,5839.94000000,6697.47000000,5699.99000000,6465.99000000,2621.24303900
20171114T,6465.99000000,6684.98000000,6311.07000000,6574.99000000,1254.29253100
20171115T,6575.99000000,7298.00000000,6575.99000000,7240.06000000,1779.60584500
20171116T,7240.14000000,7940.00000000,7076.00000000,7864.50000000,2331.95675000
20171117T,7876.98000000,7989.00000000,7451.00000000,7699.19000000,3982.39592500
20171118T,7680.01000000,7819.99000000,7422.00000000,7761.94000000,3954.26647700
20171119T,7761.94000000,8123.15000000,7650.33000000,8038.00000000,3867.34044400
20171120T,8057.11000000,8319.99000000,7954.00000000,8212.00000000,3886.63434800
20171121T,8212.49000000,8400.00000000,7801.00000000,8119.51000000,4544.47401600
20171122T,8091.09000000,8322.68000000,8091.09000000,8205.92000000,3545.00571000
20171123T,8233.03000000,8260.00000000,8000.00000000,8019.99000000,4093.95268700
20171124T,8019.97000000,8369.00000000,7850.00000000,8138.00000000,4411.78911200
20171125T,8138.99000000,8734.78000000,8090.00000000,8700.01000000,4292.62368200
20171126T,8700.04000000,9350.00000000,8604.72000000,9128.02000000,4147.38023700
20171127T,9128.00000000,9654.28000000,9112.04000000,9650.00000000,4521.62570700
20171128T,9650.00000000,9939.00000000,9570.50000000,9896.80000000,4917.21098500
20171129T,9896.79000000,11300.03000000,8520.00000000,9687.88000000,13352.53871500
20171130T,9687.88000000,10900.00000000,8850.80000000,9838.96000000,9389.57432900
20171201T,9837.00000000,10898.00000000,9380.00000000,10782.99000000,6134.92363300
20171202T,10775.04000000,11190.00000000,10620.00000000,10890.01000000,4765.43975700
20171203T,10902.69000000,11825.00000000,10500.00000000,11165.41000000,5346.63652400
20171204T,11165.41000000,11600.00000000,10802.00000000,11579.00000000,4663.42456200
20171205T,11571.03000000,11853.00000000,11447.68000000,11699.99000000,5550.73205500
20171206T,11699.99000000,13615.23000000,11665.58000000,13550.05000000,6707.94631900
20171207T,13541.01000000,16649.96000000,13050.00000000,16599.00000000,7487.06569500
20171208T,16599.00000000,17204.99000000,14015.00000000,15880.00000000,17589.01313600
20171209T,15880.01000000,16269.30000000,12535.00000000,14656.07000000,13918.75868700
20171210T,14664.01000000,15720.12000000,12368.00000000,14899.98000000,16553.03717300
20171211T,14946.26000000,17470.00000000,14901.08000000,16587.97000000,11820.40176200
20171212T,16587.97000000,16976.45000000,15875.00000000,16349.99000000,9436.80241100
20171213T,16349.99000000,16546.00000000,14666.56000000,16033.29000000,12416.32880100
20171214T,16030.34000000,16445.00000000,15450.00000000,16334.98000000,11616.86715100
20171215T,16334.98000000,17991.00000000,16298.45000000,17539.83000000,9181.27394700
20171216T,17516.81000000,19539.00000000,17190.01000000,19102.66000000,4202.62870900
20171217T,19120.19000000,19798.68000000,18510.00000000,18860.02000000,9177.18343400
20171218T,18860.04000000,19300.00000000,17029.98000000,18856.25000000,10624.63307100
20171219T,18856.25000000,18950.00000000,16300.00000000,17295.20000000,13210.74822000
20171220T,17295.20000000,17720.35000000,14777.66000000,16488.98000000,13450.49669300
20171221T,16480.52000000,17309.50000000,14022.00000000,15492.64000000,20324.21730000
20171222T,15514.03000000,15699.34000000,10961.00000000,13326.61000000,36076.27117500
20171223T,13326.61000000,14950.00000000,12978.18000000,13300.00000000,13141.53887500
20171224T,13300.00000000,13819.99000000,11640.00000000,13500.00000000,28557.53498800
20171225T,13500.00000000,14300.00000000,12708.00000000,13699.34000000,15748.20760700
20171226T,13699.34000000,16050.00000000,13533.00000000,15689.01000000,15034.66810400
20171227T,15709.98000000,16498.05000000,14200.15000000,15459.99000000,14959.86472300
20171228T,15459.97000000,15539.99000000,13150.00000000,14182.11000000,21717.85801400
20171229T,14199.14000000,14981.00000000,13850.00000000,14378.90000000,18072.00811600
20171230T,14378.99000000,14398.85000000,11750.00000000,12440.01000000,19221.15803900
20171231T,12345.10000000,14050.11000000,12149.98000000,13716.36000000,11768.98971800
20180101T,13715.65000000,13818.55000000,12750.00000000,13380.00000000,8609.91584400
20180102T,13382.16000000,15473.49000000,12890.02000000,14675.11000000,20078.09211100
20180103T,14690.00000000,15307.56000000,14150.00000000,14919.51000000,15905.66763900
20180104T,14919.51000000,15280.00000000,13918.04000000,15059.54000000,21329.64957400
20180105T,15059.56000000,17176.24000000,14600.00000000,16960.39000000,23251.49112500
20180106T,16960.39000000,17143.13000000,16011.21000000,17069.79000000,18571.45750800
20180107T,17069.79000000,17099.96000000,15610.00000000,16150.03000000,12493.12555800
20180108T,16218.85000000,16322.30000000,12812.00000000,14902.54000000,26600.60991200
20180109T,14902.54000000,15500.00000000,14011.05000000,14400.00000000,14315.00425300
20180110T,14401.00000000,14955.66000000,13131.31000000,14907.09000000,17411.00165500
20180111T,14940.00000000,14968.68000000,11400.00000000,13238.78000000,33554.72375100
20180112T,13238.76000000,14109.78000000,12500.00000000,13740.01000000,16417.16213700
20180113T,13749.95000000,14580.00000000,13706.15000000,14210.00000000,12221.50852800
20180114T,14210.00000000,14339.50000000,12569.20000000,13474.99000000,17017.89432900
20180115T,13477.98000000,14249.99000000,13147.79000000,13539.93000000,14652.09470500
20180116T,13500.00000000,13542.93000000,9035.00000000,10900.00000000,63401.16917500
20180117T,10899.99000000,11680.99000000,9037.94000000,10988.79000000,72331.79664600
20180118T,10972.59000000,11878.82000000,10435.33000000,10961.97000000,48464.43493700
20180119T,10960.00000000,11795.00000000,10360.00000000,11474.98000000,34129.37542100
20180120T,11474.98000000,13099.00000000,11412.45000000,12799.94000000,28768.85782700
20180121T,12799.80000000,12799.80000000,10965.00000000,11530.00000000,41379.77342600
20180122T,11530.00000000,11926.35000000,9900.24000000,10760.05000000,43752.60679100
20180123T,10760.05000000,11399.00000000,9905.00000000,10799.18000000,37473.92255200
20180124T,10799.14000000,11570.48000000,10500.00000000,11349.99000000,27158.58776200
20180125T,11349.96000000,11794.05000000,10950.21000000,11175.27000000,20839.95418300
20180126T,11184.70000000,11643.00000000,10311.15000000,11089.00000000,33056.87196000
20180127T,11089.00000000,11650.00000000,10842.69000000,11491.00000000,18860.76834500
20180128T,11499.98000000,12244.00000000,11408.00000000,11879.95000000,16887.33952400
20180129T,11879.95000000,11975.02000000,11139.55000000,11251.00000000,14170.37753800
20180130T,11250.11000000,11308.42000000,9900.00000000,10237.51000000,25554.37294600
20180131T,10230.00000000,10425.85000000,9700.00000000,10285.10000000,18015.95680500
20180201T,10285.10000000,10335.00000000,8750.99000000,9224.52000000,33564.76431100
20180202T,9224.52000000,9250.00000000,8010.02000000,8873.03000000,49971.62697500
20180203T,8873.03000000,9473.01000000,8229.00000000,9199.96000000,28725.00073500
